WID	WORD	LABEL	FACTOR	VALUE
3112	【校】	623-校	ONYOMIWRITE	0.09874677928429
3113	【校】	623-校	ONYOMIREAD	0.160257098214308
3114	【校】	623-校	KUNYOMIWRITE	-0.722890086603968
3115	【校】	623-校	KUNYOMIREAD	-0.601159021404918
3116	【耕】	624-耕	KNOW	0.750202840794959
3117	【耕】	624-耕	ONYOMIWRITE	-0.212364016542745
3118	【耕】	624-耕	ONYOMIREAD	0.0446323718290138
3119	【耕】	624-耕	KUNYOMIWRITE	-0.266395674654571
3120	【耕】	624-耕	KUNYOMIREAD	-0.052934486486
3121	【航】	625-航	KNOW	0.77894083009363
3122	【航】	625-航	ONYOMIWRITE	-0.186099452032546
3123	【航】	625-航	ONYOMIREAD	-0.0104076818183317
3124	【航】	625-航	KUNYOMIWRITE	-0.834963447851801
3125	【航】	625-航	KUNYOMIREAD	-0.527626911959701
3126	【貢】	626-貢	KNOW	0.715573454578686
3127	【貢】	626-貢	ONYOMIWRITE	-0.618359230922348
3128	【貢】	626-貢	ONYOMIREAD	-0.403983143138193
3129	【貢】	626-貢	KUNYOMIWRITE	-0.719131434173818
3130	【貢】	626-貢	KUNYOMIREAD	-0.582785184176664
3131	【降】	627-降	KNOW	0.947936561269355
3132	【降】	627-降	ONYOMIWRITE	0.245546931748146
3133	【降】	627-降	ONYOMIREAD	0.359321618309949
3134	【降】	627-降	KUNYOMIWRITE	0.347162786681021
3135	【降】	627-降	KUNYOMIREAD	0.457612061866055
3136	【高】	628-高	KNOW	1.03141440048287
3137	【高】	628-高	ONYOMIWRITE	0.756983118583726
3138	【高】	628-高	ONYOMIREAD	0.855103744704844
3139	【高】	628-高	KUNYOMIWRITE	0.833699718693916
3140	【高】	628-高	KUNYOMIREAD	0.888961094322221
3141	【康】	629-康	KNOW	0.776142100015358
3142	【康】	629-康	ONYOMIWRITE	0.0896200487307509
3143	【康】	629-康	ONYOMIREAD	0.1452544217409
3144	【康】	629-康	KUNYOMIWRITE	-0.581492869017771
3145	【康】	629-康	KUNYOMIREAD	-0.580491529087852
3146	【控】	630-控	KNOW	0.869350921172043
3147	【控】	630-控	ONYOMIWRITE	-0.148321110433636
3148	【控】	630-控	ONYOMIREAD	-0.0513366832236002
3149	【控】	630-控	KUNYOMIWRITE	0.0731640388944859
3150	【控】	630-控	KUNYOMIREAD	0.169672268165202
3151	【梗】	631-梗	KNOW	-0.111313864307058
3152	【梗】	631-梗	ONYOMIWRITE	-1.32307844148955
3153	【梗】	631-梗	ONYOMIREAD	-1.03078927465835
3154	【梗】	631-梗	KUNYOMIWRITE	-1.47733361515952
3155	【梗】	631-梗	KUNYOMIREAD	-1.50164288376225
3156	【黄】	632-黄	KNOW	1.06563240175554
3157	【黄】	632-黄	ONYOMIWRITE	0.284542831983087
3158	【黄】	632-黄	ONYOMIREAD	0.381350308911664
3159	【黄】	632-黄	KUNYOMIWRITE	0.385112787977283
3160	【黄】	632-黄	KUNYOMIREAD	0.415039455094997
3161	【喉】	633-喉	KNOW	0.677099146635295
3162	【喉】	633-喉	ONYOMIWRITE	-0.755491445454742
3163	【喉】	633-喉	ONYOMIREAD	-0.576480866540389
3164	【喉】	633-喉	KUNYOMIWRITE	-0.718682937546656
3165	【喉】	633-喉	KUNYOMIREAD	-0.40242916868836
3166	【慌】	634-慌	KNOW	0.318198144939658
3167	【慌】	634-慌	ONYOMIWRITE	-0.758900963405455
3168	【慌】	634-慌	ONYOMIREAD	-0.541044224748048
3169	【慌】	634-慌	KUNYOMIWRITE	-0.619560585627262
3170	【慌】	634-慌	KUNYOMIREAD	-0.481992937777008
3171	【港】	635-港	KNOW	1.06469250798278
3172	【港】	635-港	ONYOMIWRITE	0.0897734838949071
3173	【港】	635-港	ONYOMIREAD	0.207119636222456
3174	【港】	635-港	KUNYOMIWRITE	0.245081754435932
3175	【港】	635-港	KUNYOMIREAD	0.147571572781931
3176	【硬】	636-硬	KNOW	0.849617540752532
3177	【硬】	636-硬	ONYOMIWRITE	-0.149363912080261
3178	【硬】	636-硬	ONYOMIREAD	0.0241451933922146
3179	【硬】	636-硬	KUNYOMIWRITE	-0.270200499590735
3180	【硬】	636-硬	KUNYOMIREAD	-0.0693658024985843
3181	【絞】	637-絞	KNOW	0.638055396752298
3182	【絞】	637-絞	ONYOMIWRITE	-0.756314235515068
3183	【絞】	637-絞	ONYOMIREAD	-0.555013549166226
3184	【絞】	637-絞	KUNYOMIWRITE	-0.593589496602622
3185	【絞】	637-絞	KUNYOMIREAD	-0.456064324114606
3186	【項】	638-項	KNOW	0.663350116904608
3187	【項】	638-項	ONYOMIWRITE	-0.086361831871365
3188	【項】	638-項	ONYOMIREAD	0.0745166078135
3189	【項】	638-項	KUNYOMIWRITE	-0.695125719507857
3190	【項】	638-項	KUNYOMIREAD	-0.436735957916681
3191	【溝】	639-溝	KNOW	0.854289298547493
3192	【溝】	639-溝	ONYOMIWRITE	-0.339750117675697
3193	【溝】	639-溝	ONYOMIREAD	-0.0984541245387761
3194	【溝】	639-溝	KUNYOMIWRITE	-0.320666987161708
3195	【溝】	639-溝	KUNYOMIREAD	-0.0643354217081485
3196	【鉱】	640-鉱	KNOW	0.471082892210434
3197	【鉱】	640-鉱	ONYOMIWRITE	-0.772472918973719
3198	【鉱】	640-鉱	ONYOMIREAD	-0.437605691629788
3199	【鉱】	640-鉱	KUNYOMIWRITE	-1.18941889983839
3200	【鉱】	640-鉱	KUNYOMIREAD	-0.93180058112649
3201	【構】	641-構	KNOW	0.81645324219225
3202	【構】	641-構	ONYOMIWRITE	-0.107288597892346
3203	【構】	641-構	ONYOMIREAD	0.0937824845596893
3204	【構】	641-構	KUNYOMIWRITE	-0.459687045660101
3205	【構】	641-構	KUNYOMIREAD	-0.162885037273906
3206	【綱】	642-綱	KNOW	0.699389923687705
3207	【綱】	642-綱	ONYOMIWRITE	-0.434611062354511
3208	【綱】	642-綱	ONYOMIREAD	-0.144863436136385
3209	【綱】	642-綱	KUNYOMIWRITE	-0.43722305598723
3210	【綱】	642-綱	KUNYOMIREAD	-0.217871052026338
3211	【酵】	643-酵	KNOW	0.58442486469887
3212	【酵】	643-酵	ONYOMIWRITE	-0.670391907007382
3213	【酵】	643-酵	ONYOMIREAD	-0.456711229373392
3214	【酵】	643-酵	KUNYOMIWRITE	-0.929501699385203
3215	【酵】	643-酵	KUNYOMIREAD	-0.771274678988532
3216	【稿】	644-稿	KNOW	0.584134128655664
3217	【稿】	644-稿	ONYOMIWRITE	-0.906707164489626
3218	【稿】	644-稿	ONYOMIREAD	-0.536587430087624
3219	【稿】	644-稿	KUNYOMIWRITE	-1.29943008567802
3220	【稿】	644-稿	KUNYOMIREAD	-1.10150790491822
3221	【興】	645-興	KNOW	0.775739844714526
3222	【興】	645-興	ONYOMIWRITE	-0.122446210282954
3223	【興】	645-興	ONYOMIREAD	-0.14291964332685
3224	【興】	645-興	KUNYOMIWRITE	-0.551687107313291
3225	【興】	645-興	KUNYOMIREAD	-0.359187977087462
3226	【衡】	646-衡	KNOW	0.305377979901542
3227	【衡】	646-衡	ONYOMIWRITE	-0.930263341288467
3228	【衡】	646-衡	ONYOMIREAD	-0.633039816252573
3229	【衡】	646-衡	KUNYOMIWRITE	-1.31731562209441
3230	【衡】	646-衡	KUNYOMIREAD	-1.04688666429388
3231	【鋼】	647-鋼	KNOW	0.874177157917622
3232	【鋼】	647-鋼	ONYOMIWRITE	-0.146769008755183
3233	【鋼】	647-鋼	ONYOMIREAD	0.0904363309644435
3234	【鋼】	647-鋼	KUNYOMIWRITE	-0.337949976330131
3235	【鋼】	647-鋼	KUNYOMIREAD	-0.0631129116250364
3236	【講】	648-講	KNOW	0.915251098035406
3237	【講】	648-講	ONYOMIWRITE	0.1302012543974
3238	【講】	648-講	ONYOMIREAD	0.307259105999309
3239	【講】	648-講	KUNYOMIWRITE	-0.439229868070429
3240	【講】	648-講	KUNYOMIREAD	-0.241040895766473
3241	【購】	649-購	KNOW	0.866631348875922
3242	【購】	649-購	ONYOMIWRITE	0.102794350639545
3243	【購】	649-購	ONYOMIREAD	0.255932586265697
3244	【購】	649-購	KUNYOMIWRITE	-0.584416699646874
3245	【購】	649-購	KUNYOMIREAD	-0.559929798427926
3246	【乞】	650-乞	KNOW	0.594833432845988
3247	【乞】	650-乞	ONYOMIWRITE	-0.818699475908696
3248	【乞】	650-乞	ONYOMIREAD	-0.643038464929836
3249	【乞】	650-乞	KUNYOMIWRITE	-0.815803032206941
3250	【乞】	650-乞	KUNYOMIREAD	-0.643719456786669
3251	【号】	651-号	KNOW	0.946656206337163
3252	【号】	651-号	ONYOMIWRITE	0.20280008311575
3253	【号】	651-号	ONYOMIREAD	0.248078381132585
3254	【号】	651-号	KUNYOMIWRITE	-0.760280742684199
3255	【号】	651-号	KUNYOMIREAD	-0.823927221142563
3256	【合】	652-合	KNOW	0.908274999856099
3257	【合】	652-合	ONYOMIWRITE	0.69358322281695
3258	【合】	652-合	ONYOMIREAD	0.650861104257134
3259	【合】	652-合	KUNYOMIWRITE	0.497918958915115
3260	【合】	652-合	KUNYOMIREAD	0.402088179643977
3261	【拷】	653-拷	KNOW	0.244618986410605
3262	【拷】	653-拷	ONYOMIWRITE	-1.20801580089249
3263	【拷】	653-拷	ONYOMIREAD	-0.781432408987242
3264	【拷】	653-拷	KUNYOMIWRITE	-1.61801284795178
3265	【拷】	653-拷	KUNYOMIREAD	-1.60252993526565
3266	【剛】	654-剛	KNOW	0.845627197487915
3267	【剛】	654-剛	ONYOMIWRITE	-0.386695629795301
3268	【剛】	654-剛	ONYOMIREAD	-0.24608121542135
3269	【剛】	654-剛	KUNYOMIWRITE	-0.856792330391154
3270	【剛】	654-剛	KUNYOMIREAD	-0.755072138692898
3271	【傲】	655-傲	KNOW	-0.640514725085065
3272	【傲】	655-傲	ONYOMIWRITE	-1.48503595079066
3273	【傲】	655-傲	ONYOMIREAD	-1.32715286924912
3274	【傲】	655-傲	KUNYOMIWRITE	-1.64808937075948
3275	【傲】	655-傲	KUNYOMIREAD	-1.46064616341727
3276	【豪】	656-豪	KNOW	0.66655698344454
3277	【豪】	656-豪	ONYOMIWRITE	-0.587586102441123
3278	【豪】	656-豪	ONYOMIREAD	-0.329621663659042
3279	【豪】	656-豪	KUNYOMIWRITE	-1.38656904293078
3280	【豪】	656-豪	KUNYOMIREAD	-1.13598685198214
3281	【克】	657-克	KNOW	0.459660579552903
3282	【克】	657-克	ONYOMIWRITE	-0.995176071153461
3283	【克】	657-克	ONYOMIREAD	-0.683636995648445
3284	【克】	657-克	KUNYOMIWRITE	-1.10826855984244
3285	【克】	657-克	KUNYOMIREAD	-0.990796700329361
3286	【告】	658-告	KNOW	0.966335881466763
3287	【告】	658-告	ONYOMIWRITE	0.182438421480012
3288	【告】	658-告	ONYOMIREAD	0.279629761548391
3289	【告】	658-告	KUNYOMIWRITE	-0.0362980471845741
3290	【告】	658-告	KUNYOMIREAD	0.154873923628982
3291	【谷】	659-谷	KNOW	1.04185461167539
3292	【谷】	659-谷	ONYOMIWRITE	0.180776619075262
3293	【谷】	659-谷	ONYOMIREAD	0.277898734701495
3294	【谷】	659-谷	KUNYOMIWRITE	0.299710885356911
3295	【谷】	659-谷	KUNYOMIREAD	0.297861112664312
3296	【刻】	660-刻	KNOW	1.00171766957704
3297	【刻】	660-刻	ONYOMIWRITE	0.0061585712184039
3298	【刻】	660-刻	ONYOMIREAD	0.10456926767457
3299	【刻】	660-刻	KUNYOMIWRITE	-0.381861109341953
3300	【刻】	660-刻	KUNYOMIREAD	-0.234573488842701
3301	【国】	661-国	KNOW	1.01260439926295
3302	【国】	661-国	ONYOMIWRITE	0.7407624223607
3303	【国】	661-国	ONYOMIREAD	0.764391999437458
3304	【国】	661-国	KUNYOMIWRITE	0.72163517186966
3305	【国】	661-国	KUNYOMIREAD	0.720896059226948
3306	【黒】	662-黒	KNOW	1.01528420300181
3307	【黒】	662-黒	ONYOMIWRITE	0.622102201715011
3308	【黒】	662-黒	ONYOMIREAD	0.565101558847076
3309	【黒】	662-黒	KUNYOMIWRITE	0.60260747068089
3310	【黒】	662-黒	KUNYOMIREAD	0.741283382897964
3311	【穀】	663-穀	KNOW	0.759629532354189
3312	【穀】	663-穀	ONYOMIWRITE	-0.714621918626661
3313	【穀】	663-穀	ONYOMIREAD	-0.438422881702666
3314	【穀】	663-穀	KUNYOMIWRITE	-0.888318315275083
3315	【穀】	663-穀	KUNYOMIREAD	-0.55538344903561
3316	【酷】	664-酷	KNOW	0.800754742871347
3317	【酷】	664-酷	ONYOMIWRITE	-0.315893671253868
3318	【酷】	664-酷	ONYOMIREAD	-0.178008392737501
3319	【酷】	664-酷	KUNYOMIWRITE	-0.595818897829441
3320	【酷】	664-酷	KUNYOMIREAD	-0.338873241531596
3321	【獄】	665-獄	KNOW	0.798955725999002
3322	【獄】	665-獄	ONYOMIWRITE	-0.825974395787061
3323	【獄】	665-獄	ONYOMIREAD	-0.474155990691889
3324	【獄】	665-獄	KUNYOMIWRITE	-1.27580071678499
3325	【獄】	665-獄	KUNYOMIREAD	-0.963190181638645
3326	【骨】	666-骨	KNOW	0.978177074088804
3327	【骨】	666-骨	ONYOMIWRITE	0.328683572539175
3328	【骨】	666-骨	ONYOMIREAD	0.325216065089256
3329	【骨】	666-骨	KUNYOMIWRITE	0.154795075060118
3330	【骨】	666-骨	KUNYOMIREAD	0.244636332942919
3331	【駒】	667-駒	KNOW	0.919183109846437
3332	【駒】	667-駒	ONYOMIWRITE	-0.690458150813198
3333	【駒】	667-駒	ONYOMIREAD	-0.59711645351695
3334	【駒】	667-駒	KUNYOMIWRITE	-0.587199320103384
3335	【駒】	667-駒	KUNYOMIREAD	-0.398010772515061
3336	【込】	668-込	KNOW	0.83830329138164
3337	【込】	668-込	ONYOMIWRITE	-0.435887004768539
3338	【込】	668-込	ONYOMIREAD	-0.436878753837001
3339	【込】	668-込	KUNYOMIWRITE	-0.0638579894337645
3340	【込】	668-込	KUNYOMIREAD	-0.0630159370549382
3341	【頃】	669-頃	KNOW	0.880531489802665
3342	【頃】	669-頃	ONYOMIWRITE	-0.121493412979235
3343	【頃】	669-頃	ONYOMIREAD	-0.0644543112245572
3344	【頃】	669-頃	KUNYOMIWRITE	0.0172365165348216
3345	【頃】	669-頃	KUNYOMIREAD	0.0348433868042648
3346	【今】	670-今	KNOW	0.935494275282657
3347	【今】	670-今	ONYOMIWRITE	0.703875611629977
3348	【今】	670-今	ONYOMIREAD	0.660546472654535
3349	【今】	670-今	KUNYOMIWRITE	0.784801890991851
3350	【今】	670-今	KUNYOMIREAD	0.840851961699761
3351	【困】	671-困	KNOW	0.95740077132093
3352	【困】	671-困	ONYOMIWRITE	0.231358234848083
3353	【困】	671-困	ONYOMIREAD	0.287928257111017
3354	【困】	671-困	KUNYOMIWRITE	0.31019777269086
3355	【困】	671-困	KUNYOMIREAD	0.388893251920316
3356	【昆】	672-昆	KNOW	0.816913231141269
3357	【昆】	672-昆	ONYOMIWRITE	-0.513504354160471
3358	【昆】	672-昆	ONYOMIREAD	-0.197088681688606
3359	【昆】	672-昆	KUNYOMIWRITE	-1.14665331866854
3360	【昆】	672-昆	KUNYOMIREAD	-0.88187190469671
3361	【恨】	673-恨	KNOW	0.694994851921864
3362	【恨】	673-恨	ONYOMIWRITE	-0.906204303213139
3363	【恨】	673-恨	ONYOMIREAD	-0.262441102468573
3364	【恨】	673-恨	KUNYOMIWRITE	-0.948938716364537
3365	【恨】	673-恨	KUNYOMIREAD	-0.400048574104405
3366	【根】	674-根	KNOW	1.11137220999662
3367	【根】	674-根	ONYOMIWRITE	0.38341146924722
3368	【根】	674-根	ONYOMIREAD	0.484560566576243
3369	【根】	674-根	KUNYOMIWRITE	0.326054199616286
3370	【根】	674-根	KUNYOMIREAD	0.326386181739215
3371	【婚】	675-婚	KNOW	0.933618991090429
3372	【婚】	675-婚	ONYOMIWRITE	-0.240817070690523
3373	【婚】	675-婚	ONYOMIREAD	0.13006633386557
3374	【婚】	675-婚	KUNYOMIWRITE	-0.835768883045789
3375	【婚】	675-婚	KUNYOMIREAD	-0.61828741827318
3376	【混】	676-混	KNOW	1.07090743815993
3377	【混】	676-混	ONYOMIWRITE	0.187625003392002
3378	【混】	676-混	ONYOMIREAD	0.347535053839038
3379	【混】	676-混	KUNYOMIWRITE	0.144952004361861
3380	【混】	676-混	KUNYOMIREAD	0.20959713899346
3381	【痕】	677-痕	KNOW	0.60424654743785
3382	【痕】	677-痕	ONYOMIWRITE	-0.925234427036315
3383	【痕】	677-痕	ONYOMIREAD	-0.462870651059594
3384	【痕】	677-痕	KUNYOMIWRITE	-1.04290425804297
3385	【痕】	677-痕	KUNYOMIREAD	-0.653837586638408
3386	【紺】	678-紺	KNOW	0.896079491833111
3387	【紺】	678-紺	ONYOMIWRITE	-0.456332275688622
3388	【紺】	678-紺	ONYOMIREAD	-0.221427257110654
3389	【紺】	678-紺	KUNYOMIWRITE	-1.06525612851017
3390	【紺】	678-紺	KUNYOMIREAD	-0.84963739520492
3391	【魂】	679-魂	KNOW	0.9890340309649
3392	【魂】	679-魂	ONYOMIWRITE	-0.455779779891237
3393	【魂】	679-魂	ONYOMIREAD	0.0900243133731178
3394	【魂】	679-魂	KUNYOMIWRITE	-0.456629890311623
3395	【魂】	679-魂	KUNYOMIREAD	0.0301203903272937
3396	【墾】	680-墾	KNOW	0.0109042286899716
3397	【墾】	680-墾	ONYOMIWRITE	-1.40189356121971
3398	【墾】	680-墾	ONYOMIREAD	-1.00620763952729
3399	【墾】	680-墾	KUNYOMIWRITE	-1.61280127237271
3400	【墾】	680-墾	KUNYOMIREAD	-1.36200356273441
3401	【懇】	681-懇	KNOW	0.248965123525751
3402	【懇】	681-懇	ONYOMIWRITE	-1.12666857469555
3403	【懇】	681-懇	ONYOMIREAD	-0.635180811085357
3404	【懇】	681-懇	KUNYOMIWRITE	-1.33931478896131
3405	【懇】	681-懇	KUNYOMIREAD	-1.10667624355359
3406	【左】	682-左	KNOW	1.15199575657807
3407	【左】	682-左	ONYOMIWRITE	0.757318139065847
3408	【左】	682-左	ONYOMIREAD	0.720524051225367
3409	【左】	682-左	KUNYOMIWRITE	0.757152744976359
3410	【左】	682-左	KUNYOMIREAD	0.775908046023817
3411	【佐】	683-佐	KNOW	0.948481452270377
3412	【佐】	683-佐	ONYOMIWRITE	0.068735866959889
3413	【佐】	683-佐	ONYOMIREAD	0.226988446374627
3414	【佐】	683-佐	KUNYOMIWRITE	-0.718140105426112
3415	【佐】	683-佐	KUNYOMIREAD	-0.460113660310383
3416	【沙】	684-沙	KNOW	0.444200975530801
3417	【沙】	684-沙	ONYOMIWRITE	-0.830578863635715
3418	【沙】	684-沙	ONYOMIREAD	-0.402720418897615
3419	【沙】	684-沙	KUNYOMIWRITE	-1.29882570075293
3420	【沙】	684-沙	KUNYOMIREAD	-1.05125552911996
3421	【査】	685-査	KNOW	0.852293312001838
3422	【査】	685-査	ONYOMIWRITE	-0.00877713588637394
3423	【査】	685-査	ONYOMIREAD	0.185613739958095
3424	【査】	685-査	KUNYOMIWRITE	-0.541413480121806
3425	【査】	685-査	KUNYOMIREAD	-0.361922089659066
3426	【砂】	686-砂	KNOW	1.22473715599481
3427	【砂】	686-砂	ONYOMIWRITE	0.105170209135514
3428	【砂】	686-砂	ONYOMIREAD	0.268723803231187
3429	【砂】	686-砂	KUNYOMIWRITE	0.108395710100014
3430	【砂】	686-砂	KUNYOMIREAD	0.268249870754511
3431	【唆】	687-唆	KNOW	0.0117705548047491
3432	【唆】	687-唆	ONYOMIWRITE	-1.15005823757323
3433	【唆】	687-唆	ONYOMIREAD	-0.792592775685472
3434	【唆】	687-唆	KUNYOMIWRITE	-1.28390200232637
3435	【唆】	687-唆	KUNYOMIREAD	-0.97148718446465
3436	【差】	688-差	KNOW	1.06557053793655
3437	【差】	688-差	ONYOMIWRITE	0.0900116390398168
3438	【差】	688-差	ONYOMIREAD	0.245127130234075
3439	【差】	688-差	KUNYOMIWRITE	-0.132167480901597
3440	【差】	688-差	KUNYOMIREAD	-0.0125802083832252
3441	【詐】	689-詐	KNOW	0.306013250722086
3442	【詐】	689-詐	ONYOMIWRITE	-0.817420182592587
3443	【詐】	689-詐	ONYOMIREAD	-0.46054833354628
3444	【詐】	689-詐	KUNYOMIWRITE	-1.1681424923492
3445	【詐】	689-詐	KUNYOMIREAD	-0.733667240505761
3446	【鎖】	690-鎖	KNOW	0.834141776133911
3447	【鎖】	690-鎖	ONYOMIWRITE	-0.639540169125423
3448	【鎖】	690-鎖	ONYOMIREAD	-0.401337111436277
3449	【鎖】	690-鎖	KUNYOMIWRITE	-0.81445113647975
3450	【鎖】	690-鎖	KUNYOMIREAD	-0.536197936949574
3451	【座】	691-座	KNOW	1.08872267373778
3452	【座】	691-座	ONYOMIWRITE	0.26947420021797
3453	【座】	691-座	ONYOMIREAD	0.479237036831549
3454	【座】	691-座	KUNYOMIWRITE	0.129087766805961
3455	【座】	691-座	KUNYOMIREAD	0.365292223890922
3456	【挫】	692-挫	KNOW	0.558716780525647
3457	【挫】	692-挫	ONYOMIWRITE	-0.579172304082439
3458	【挫】	692-挫	ONYOMIREAD	-0.263541203570154
3459	【挫】	692-挫	KUNYOMIWRITE	-0.910005002741787
3460	【挫】	692-挫	KUNYOMIREAD	-0.500150543899712
3461	【才】	693-才	KNOW	1.16714072292365
3462	【才】	693-才	ONYOMIWRITE	0.462889612766018
3463	【才】	693-才	ONYOMIREAD	0.57477347363817
3464	【才】	693-才	KUNYOMIWRITE	-0.0477882176879555
3465	【才】	693-才	KUNYOMIREAD	-0.00759662898413442
3466	【再】	694-再	KNOW	1.14355218973731
3467	【再】	694-再	ONYOMIWRITE	0.423336223695058
3468	【再】	694-再	ONYOMIREAD	0.561474483883686
3469	【再】	694-再	KUNYOMIWRITE	0.422946170579738
3470	【再】	694-再	KUNYOMIREAD	0.464947824704447
3471	【災】	695-災	KNOW	1.08986471144861
3472	【災】	695-災	ONYOMIWRITE	0.243026274392543
3473	【災】	695-災	ONYOMIREAD	0.558526118710741
3474	【災】	695-災	KUNYOMIWRITE	0.107561427350203
3475	【災】	695-災	KUNYOMIREAD	0.480560996025557
3476	【妻】	696-妻	KNOW	1.18468655697038
3477	【妻】	696-妻	ONYOMIWRITE	0.249883953620278
3478	【妻】	696-妻	ONYOMIREAD	0.380050700644661
3479	【妻】	696-妻	KUNYOMIWRITE	0.204643533109017
3480	【妻】	696-妻	KUNYOMIREAD	0.56005765819239
3481	【采】	697-采	KNOW	0.124790014116925
3482	【采】	697-采	ONYOMIWRITE	-1.40335124830819
3483	【采】	697-采	ONYOMIREAD	-1.08706297683864
3484	【采】	697-采	KUNYOMIWRITE	-1.64029072751831
3485	【采】	697-采	KUNYOMIREAD	-1.47774728503532
3486	【砕】	698-砕	KNOW	0.890943698939683
3487	【砕】	698-砕	ONYOMIWRITE	-0.733614221449709
3488	【砕】	698-砕	ONYOMIREAD	-0.403401391388711
3489	【砕】	698-砕	KUNYOMIWRITE	-0.733621535776972
3490	【砕】	698-砕	KUNYOMIREAD	-0.479530382408542
3491	【宰】	699-宰	KNOW	0.305655577894333
3492	【宰】	699-宰	ONYOMIWRITE	-1.28529188732764
3493	【宰】	699-宰	ONYOMIREAD	-0.970545331185036
3494	【宰】	699-宰	KUNYOMIWRITE	-1.65926613587213
3495	【宰】	699-宰	KUNYOMIREAD	-1.47901708312559
3496	【栽】	700-栽	KNOW	0.701898567382584
3497	【栽】	700-栽	ONYOMIWRITE	-0.679592452202855
3498	【栽】	700-栽	ONYOMIREAD	-0.398820095997562
3499	【栽】	700-栽	KUNYOMIWRITE	-1.39766529618767
3500	【栽】	700-栽	KUNYOMIREAD	-1.04621346284544
3501	【彩】	701-彩	KNOW	0.973198070337811
3502	【彩】	701-彩	ONYOMIWRITE	-0.166161733101119
3503	【彩】	701-彩	ONYOMIREAD	0.0307720992427488
3504	【彩】	701-彩	KUNYOMIWRITE	-0.327399596255714
3505	【彩】	701-彩	KUNYOMIREAD	-0.0689558515581486
3506	【採】	702-採	KNOW	0.911353094909235
3507	【採】	702-採	ONYOMIWRITE	-0.108661398176321
3508	【採】	702-採	ONYOMIREAD	0.123835222502861
3509	【採】	702-採	KUNYOMIWRITE	-0.537475622138558
3510	【採】	702-採	KUNYOMIREAD	-0.305811976666945
3511	【済】	703-済	KNOW	1.04990769605731
3512	【済】	703-済	ONYOMIWRITE	0.360498239560001
3513	【済】	703-済	ONYOMIREAD	0.515529307904807
3514	【済】	703-済	KUNYOMIWRITE	0.445508796070677
3515	【済】	703-済	KUNYOMIREAD	0.558849035454352
3516	【祭】	704-祭	KNOW	1.10425358084848
3517	【祭】	704-祭	ONYOMIWRITE	0.283154981010698
3518	【祭】	704-祭	ONYOMIREAD	0.500364514828534
3519	【祭】	704-祭	KUNYOMIWRITE	0.126760753662993
3520	【祭】	704-祭	KUNYOMIREAD	0.4410301519859
3521	【斎】	705-斎	KNOW	0.814931933063677
3522	【斎】	705-斎	ONYOMIWRITE	-0.362741658910892
3523	【斎】	705-斎	ONYOMIREAD	-0.0658376934902788
3524	【斎】	705-斎	KUNYOMIWRITE	-1.2445066022624
3525	【斎】	705-斎	KUNYOMIREAD	-1.07106665426893
3526	【細】	706-細	KNOW	1.18796679557758
3527	【細】	706-細	ONYOMIWRITE	0.39979844003228
3528	【細】	706-細	ONYOMIREAD	0.5427629163344
3529	【細】	706-細	KUNYOMIWRITE	0.543359864707531
3530	【細】	706-細	KUNYOMIREAD	0.578648849199306
3531	【菜】	707-菜	KNOW	1.02532944707705
3532	【菜】	707-菜	ONYOMIWRITE	0.537472707053699
3533	【菜】	707-菜	ONYOMIREAD	0.483966609850905
3534	【菜】	707-菜	KUNYOMIWRITE	-0.131186287435293
3535	【菜】	707-菜	KUNYOMIREAD	0.0691671681200355
3536	【最】	708-最	KNOW	1.1278541615375
3537	【最】	708-最	ONYOMIWRITE	0.598811688495614
3538	【最】	708-最	ONYOMIREAD	0.695129733026188
3539	【最】	708-最	KUNYOMIWRITE	0.438229574263582
3540	【最】	708-最	KUNYOMIREAD	0.616649399890521
3541	【裁】	709-裁	KNOW	0.781244890945569
3542	【裁】	709-裁	ONYOMIWRITE	-0.336164989741342
3543	【裁】	709-裁	ONYOMIREAD	0.0963205306490437
3544	【裁】	709-裁	KUNYOMIWRITE	-0.452264688776548
3545	【裁】	709-裁	KUNYOMIREAD	-0.200398316009818
3546	【債】	710-債	KNOW	0.473577452823204
3547	【債】	710-債	ONYOMIWRITE	-0.392821375959419
3548	【債】	710-債	ONYOMIREAD	0.0349293724911411
3549	【債】	710-債	KUNYOMIWRITE	-0.924980442235879
3550	【債】	710-債	KUNYOMIREAD	-0.687179799366891
3551	【催】	711-催	KNOW	0.804422270811385
3552	【催】	711-催	ONYOMIWRITE	-0.43602471556232
3553	【催】	711-催	ONYOMIREAD	-0.141051730231834
3554	【催】	711-催	KUNYOMIWRITE	-0.577497460896184
3555	【催】	711-催	KUNYOMIREAD	-0.236617106724187
3556	【塞】	712-塞	KNOW	0.467201397838818
3557	【塞】	712-塞	ONYOMIWRITE	-0.942467236143997
3558	【塞】	712-塞	ONYOMIREAD	-0.510339838485438
3559	【塞】	712-塞	KUNYOMIWRITE	-0.98784140688228
3560	【塞】	712-塞	KUNYOMIREAD	-0.688677363857983
3561	【歳】	713-歳	KNOW	0.900121700356477
3562	【歳】	713-歳	ONYOMIWRITE	0.352392444883074
3563	【歳】	713-歳	ONYOMIREAD	0.508350365301452
3564	【歳】	713-歳	KUNYOMIWRITE	0.0191616093927483
3565	【歳】	713-歳	KUNYOMIREAD	0.194568896136605
3566	【載】	714-載	KNOW	0.68605422841148
